id,bill_amount,quantity,sales_id,product_id,store_id,created_at,invoice_number,mis_reporting_category,bill_amount_generic,Month
1284,40.26,2,921,21469,36,2024-07-17 12:49:56.000000,SC2502000326,Branded,0.0,July-24
1372,617.5,10,974,21464,29,2024-07-22 11:51:49.000000,SC2501800018,Branded,0.0,July-24
1287,40.26,2,924,21469,36,2024-07-17 12:55:25.000000,SC2502000327,Branded,0.0,July-24
1382,48.45,1,980,21464,36,2024-07-22 17:13:30.000000,SC2502000363,Branded,0.0,July-24
1389,742.6,20,984,14148,36,2024-07-22 17:24:55.000000,SC2502000367,Generic,742.6,July-24
1390,46.08,1,984,21457,36,2024-07-22 17:24:55.000000,SC2502000367,Branded,0.0,July-24
1289,60.26,2,926,21469,36,2024-07-17 12:57:06.000000,SC2502000328,Branded,0.0,July-24
1394,11.4,2,988,28493,36,2024-07-23 11:46:06.000000,SC2502000371,Branded,0.0,July-24
1290,60.26,2,927,21469,36,2024-07-17 13:03:23.000000,SC2502000329,Branded,0.0,July-24
1301,80.26,2,938,21469,36,2024-07-17 13:21:27.000000,SC2502000330,Branded,0.0,July-24
1302,40.26,2,939,21469,36,2024-07-17 13:36:44.000000,SC2502000331,Branded,0.0,July-24
1313,1104.78,2,944,29341,36,2024-07-18 10:16:26.000000,SC2502000335,Branded,0.0,July-24
1303,40.26,2,940,21469,36,2024-07-17 14:15:04.000000,SC2502000332,Branded,0.0,July-24
1304,10.0,1,941,21474,36,2024-07-17 15:11:04.000000,SC2502000333,Branded,0.0,July-24
1305,20.0,2,941,21474,36,2024-07-17 15:11:04.000000,SC2502000333,Branded,0.0,July-24
1306,280.12,2,941,21341,36,2024-07-17 15:11:04.000000,SC2502000333,Generic,280.12,July-24
1307,679.08,12,942,23359,24,2024-07-17 15:49:01.000000,SC2500600004,Branded,0.0,July-24
1314,47.96,2,944,29926,36,2024-07-18 10:16:26.000000,SC2502000335,Branded,0.0,July-24
1315,901.66,5,944,17381,36,2024-07-18 10:16:26.000000,SC2502000335,Branded,0.0,July-24
1308,149.0,15,943,21474,36,2024-07-17 18:33:33.000000,SC2502000334,Branded,0.0,July-24
1349,1543.75,25,966,21464,36,2024-07-19 14:16:35.000000,SC2502000352,Branded,0.0,July-24
1374,8.46,3,975,11734,36,2024-07-22 12:02:12.000000,SC2502000358,Generic,8.46,July-24
1373,96.9,2,975,21464,36,2024-07-22 12:02:12.000000,SC2502000358,Branded,0.0,July-24
1316,18.78,2,944,28602,36,2024-07-18 10:16:26.000000,SC2502000335,Generic,18.78,July-24
1383,17.1,3,981,28493,36,2024-07-22 17:20:05.000000,SC2502000364,Branded,0.0,July-24
1384,235.71,3,981,13236,36,2024-07-22 17:20:05.000000,SC2502000364,Branded,0.0,July-24
1309,2013.57,8,944,21455,36,2024-07-18 10:16:26.000000,SC2502000335,Branded,0.0,July-24
1310,3020.36,12,944,21455,36,2024-07-18 10:16:26.000000,SC2502000335,Branded,0.0,July-24
1391,96.9,2,985,21464,36,2024-07-22 17:25:01.000000,SC2502000368,Branded,0.0,July-24
1407,275.39,2,995,21341,36,2024-07-23 15:26:01.000000,SC2502000372,Generic,275.39,July-24
1408,887.22,5,995,17381,36,2024-07-23 15:26:01.000000,SC2502000372,Branded,0.0,July-24
1414,902.5,5,998,17381,36,2024-07-23 15:54:18.000000,SC2502000375,Branded,0.0,July-24
1413,93.24,6,998,21472,36,2024-07-23 15:54:18.000000,SC2502000375,Branded,0.0,July-24
1418,902.5,5,1001,17381,36,2024-07-23 16:52:12.000000,SC2502000377,Branded,0.0,July-24
1417,93.24,6,1001,21472,36,2024-07-23 16:52:12.000000,SC2502000377,Branded,0.0,July-24
1423,93.24,6,1004,21472,36,2024-07-23 17:04:15.000000,SC2502000380,Branded,0.0,July-24
1424,902.5,5,1004,17381,36,2024-07-23 17:04:15.000000,SC2502000380,Branded,0.0,July-24
1427,96.9,2,1007,21464,36,2024-07-24 13:17:56.000000,SC2502000383,Branded,0.0,July-24
1311,113.89,2,944,20827,36,2024-07-18 10:16:26.000000,SC2502000335,Branded,0.0,July-24
1312,261.66,2,944,15043,36,2024-07-18 10:16:26.000000,SC2502000335,Branded,0.0,July-24
1317,68.9,2,944,19538,36,2024-07-18 10:16:26.000000,SC2502000335,Branded,0.0,July-24
1318,755.79,3,945,21455,36,2024-07-18 10:25:09.000000,SC2502000336,Branded,0.0,July-24
1319,251.93,1,945,21455,36,2024-07-18 10:25:09.000000,SC2502000336,Branded,0.0,July-24
1320,10.0,1,945,21474,36,2024-07-18 10:25:09.000000,SC2502000336,Branded,0.0,July-24
1350,498.12,21,967,19339,36,2024-07-19 14:42:40.000000,SC2502000353,Branded,0.0,July-24
1322,84.26,2,947,21469,36,2024-07-18 11:41:49.000000,SC2502000337,Branded,0.0,July-24
1323,84.26,2,948,21469,36,2024-07-18 11:45:03.000000,SC2502000338,Branded,0.0,July-24
1324,84.26,2,949,21469,36,2024-07-18 11:51:37.000000,SC2502000339,Branded,0.0,July-24
1325,84.26,2,950,21469,36,2024-07-18 11:55:32.000000,SC2502000340,Branded,0.0,July-24
1375,198.0,2,976,20786,36,2024-07-22 14:18:31.000000,SC2502000359,Branded,0.0,July-24
1376,679.0,2,976,22635,36,2024-07-22 14:18:31.000000,SC2502000359,Branded,0.0,July-24
1377,226.1,1,976,21143,36,2024-07-22 14:18:31.000000,SC2502000359,Branded,0.0,July-24
1385,96.9,2,982,21464,36,2024-07-22 17:21:35.000000,SC2502000365,Branded,0.0,July-24
1392,371.3,10,986,14148,36,2024-07-22 17:32:16.000000,SC2502000369,Generic,371.3,July-24
2923,213.74,5,1748,21464,36,2024-10-11 10:01:36.000000,SC2502000887,Branded,0.0,October-24
3006,90.0,1,1798,30196,36,2024-10-28 10:29:23.000000,SC2502000927,Generic,90.0,October-24
1409,280.12,2,996,21341,36,2024-07-23 15:28:19.000000,SC2502000373,Generic,280.12,July-24
1410,902.5,5,996,17381,36,2024-07-23 15:28:19.000000,SC2502000373,Branded,0.0,July-24
1429,171.0,3,1009,20827,36,2024-07-24 13:49:43.000000,SC2502000385,Branded,0.0,July-24
1419,93.24,6,1002,21472,36,2024-07-23 16:54:54.000000,SC2502000378,Branded,0.0,July-24
1420,902.5,5,1002,17381,36,2024-07-23 16:54:54.000000,SC2502000378,Branded,0.0,July-24
1425,96.9,2,1005,21464,36,2024-07-24 13:16:26.000000,SC2502000381,Branded,0.0,July-24
1428,145.35,3,1008,21464,36,2024-07-24 13:48:43.000000,SC2502000384,Branded,0.0,July-24
1430,1007.72,4,1009,21455,36,2024-07-24 13:49:43.000000,SC2502000385,Branded,0.0,July-24
1431,193.8,4,1009,21464,36,2024-07-24 13:49:43.000000,SC2502000385,Branded,0.0,July-24
1432,145.35,3,1010,21464,36,2024-07-24 14:18:16.000000,SC2502000386,Branded,0.0,July-24
1433,48.45,1,1011,21464,36,2024-07-24 14:26:35.000000,SC2502000387,Branded,0.0,July-24
1434,171.0,3,1012,20827,36,2024-07-24 14:27:45.000000,SC2502000388,Branded,0.0,July-24
1435,1007.72,4,1012,21455,36,2024-07-24 14:27:45.000000,SC2502000388,Branded,0.0,July-24
1436,48.33,3,1013,21472,36,2024-07-24 14:54:05.000000,SC2502000389,Branded,0.0,July-24
1437,93.24,6,1013,21472,36,2024-07-24 14:54:05.000000,SC2502000389,Branded,0.0,July-24
1438,48.33,3,1013,21472,36,2024-07-24 14:54:05.000000,SC2502000389,Branded,0.0,July-24
1439,139.86,9,1014,21472,36,2024-07-24 14:59:28.000000,SC2502000390,Branded,0.0,July-24
1440,48.33,3,1015,21472,36,2024-07-24 15:02:22.000000,SC2502000391,Branded,0.0,July-24
1441,57.0,3,1015,21472,36,2024-07-24 15:02:22.000000,SC2502000391,Branded,0.0,July-24
1442,22.8,4,1016,28493,36,2024-07-24 15:03:20.000000,SC2502000392,Branded,0.0,July-24
1443,57.0,3,1017,21472,36,2024-07-24 15:06:31.000000,SC2502000393,Branded,0.0,July-24
1444,11.4,2,1018,28493,36,2024-07-24 15:10:06.000000,SC2502000394,Branded,0.0,July-24
1445,6.78,3,1019,18739,36,2024-07-24 15:10:54.000000,SC2502000395,Generic,6.78,July-24
1446,28.5,5,1020,28493,36,2024-07-24 15:11:11.000000,SC2502000396,Branded,0.0,July-24
1447,1007.72,4,1021,21455,36,2024-07-24 17:12:23.000000,SC2502000397,Branded,0.0,July-24
1449,34.56,4,1022,22098,36,2024-07-24 21:24:00.000000,SC2502000398,Branded,0.0,July-24
1452,47.0,5,1022,28602,36,2024-07-24 21:24:00.000000,SC2502000398,Generic,47.0,July-24
1448,17.1,3,1022,28493,36,2024-07-24 21:24:00.000000,SC2502000398,Branded,0.0,July-24
1450,96.66,6,1022,21472,36,2024-07-24 21:24:00.000000,SC2502000398,Branded,0.0,July-24
1451,1007.72,4,1022,21455,36,2024-07-24 21:24:00.000000,SC2502000398,Branded,0.0,July-24
1453,127.8,9,1022,26485,36,2024-07-24 21:24:00.000000,SC2502000398,Branded,0.0,July-24
1454,2357.1,18,1022,15043,36,2024-07-24 21:24:00.000000,SC2502000398,Branded,0.0,July-24
2924,229.5,10,1749,21474,71,2024-10-14 10:41:45.000000,SC2512100002,Branded,0.0,October-24
1650,176.18,2,1168,22608,36,2024-07-29 18:00:53.000000,SC2502000449,Branded,0.0,July-24
1638,344.14,2,1156,27743,36,2024-07-29 16:24:01.000000,SC2502000438,Branded,0.0,July-24
1460,34.56,4,1023,22098,36,2024-07-24 21:41:55.000000,SC2502000399,Branded,0.0,July-24
1455,1078.02,18,1023,19507,36,2024-07-24 21:41:55.000000,SC2502000399,Branded,0.0,July-24
2925,1232.5,1,1749,14160,71,2024-10-14 10:41:45.000000,SC2512100002,Branded,0.0,October-24
1645,887.75,15,1163,28691,36,2024-07-29 17:43:50.000000,SC2502000445,Branded,0.0,July-24
1660,95.0,1,1178,30196,36,2024-07-29 18:53:45.000000,SC2502000454,Generic,95.0,July-24
1456,1007.72,4,1023,21455,36,2024-07-24 21:41:55.000000,SC2502000399,Branded,0.0,July-24
1457,48.33,3,1023,21472,36,2024-07-24 21:41:55.000000,SC2502000399,Branded,0.0,July-24
1458,57.0,3,1023,21472,36,2024-07-24 21:41:55.000000,SC2502000399,Branded,0.0,July-24
1459,241.65,15,1023,21472,36,2024-07-24 21:41:55.000000,SC2502000399,Branded,0.0,July-24
1461,17.1,3,1023,28493,36,2024-07-24 21:41:55.000000,SC2502000399,Branded,0.0,July-24
1465,34.56,4,1024,22098,36,2024-07-24 21:43:50.000000,SC2502000400,Branded,0.0,July-24
1468,47.0,5,1024,28602,36,2024-07-24 21:43:50.000000,SC2502000400,Generic,47.0,July-24
1462,1571.4,12,1024,15043,36,2024-07-24 21:43:50.000000,SC2502000400,Branded,0.0,July-24
1463,1007.72,4,1024,21455,36,2024-07-24 21:43:50.000000,SC2502000400,Branded,0.0,July-24
1464,93.24,6,1024,21472,36,2024-07-24 21:43:50.000000,SC2502000400,Branded,0.0,July-24
1466,85.2,6,1024,26485,36,2024-07-24 21:43:50.000000,SC2502000400,Branded,0.0,July-24
1467,17.1,3,1024,28493,36,2024-07-24 21:43:50.000000,SC2502000400,Branded,0.0,July-24
1469,907.1,10,1025,13081,36,2024-07-25 10:58:16.000000,SC2502000401,Branded,0.0,July-24
1470,907.1,10,1026,13081,36,2024-07-25 11:53:33.000000,SC2502000402,Branded,0.0,July-24
1471,907.1,10,1027,13081,36,2024-07-25 11:55:18.000000,SC2502000403,Branded,0.0,July-24
1472,907.1,10,1028,13081,36,2024-07-25 11:59:06.000000,SC2502000404,Branded,0.0,July-24
1473,907.1,10,1029,13081,36,2024-07-25 12:07:21.000000,SC2502000405,Branded,0.0,July-24
1474,181.42,2,1030,13081,36,2024-07-25 12:13:20.000000,SC2502000406,Branded,0.0,July-24
1475,181.42,2,1031,13081,36,2024-07-25 12:19:12.000000,SC2502000407,Branded,0.0,July-24
1476,508.3,10,1032,16276,36,2024-07-25 19:39:13.000000,SC2502000408,Branded,0.0,July-24
1477,823.5,15,1033,15406,36,2024-07-25 19:41:11.000000,SC2502000409,Branded,0.0,July-24
1478,46.62,3,1034,21472,36,2024-07-26 12:32:09.000000,SC2502000410,Branded,0.0,July-24
1479,93.24,6,1034,21472,36,2024-07-26 12:32:09.000000,SC2502000410,Branded,0.0,July-24
1480,93.24,6,1035,21472,36,2024-07-26 12:34:16.000000,SC2502000411,Branded,0.0,July-24
1481,474.24,4,1036,12636,36,2024-07-26 12:43:57.000000,SC2502000412,Branded,0.0,July-24
2926,153.0,9,1750,21472,36,2024-10-14 17:43:09.000000,SC2502000888,Branded,0.0,October-24
3007,263.5,1,1798,11377,36,2024-10-28 10:29:23.000000,SC2502000927,Branded,0.0,October-24
3048,263.5,1,1821,11377,36,2024-10-29 11:33:10.000000,SC2502000947,Branded,0.0,October-24
1639,344.14,2,1157,27743,36,2024-07-29 16:25:48.000000,SC2502000439,Branded,0.0,July-24
2927,7830.0,10,1751,14160,71,2024-10-15 11:33:51.000000,SC2512100003,Branded,0.0,October-24
1692,38.31,3,1199,19546,36,2024-07-31 12:22:13.000000,SC2502000471,Branded,0.0,July-24
1695,38.31,3,1202,19546,36,2024-07-31 12:33:01.000000,SC2502000474,Branded,0.0,July-24
1640,344.14,2,1158,27743,36,2024-07-29 16:27:16.000000,SC2502000440,Branded,0.0,July-24
1646,6.78,3,1164,18739,36,2024-07-29 17:45:50.000000,SC2502000446,Generic,6.78,July-24
1651,176.18,2,1169,22608,36,2024-07-29 18:05:31.000000,SC2502000450,Branded,0.0,July-24
2928,855.0,2,1752,29341,36,2024-10-16 11:50:50.000000,SC2502000889,Branded,0.0,October-24
1661,95.0,1,1179,30196,36,2024-07-29 18:55:22.000000,SC2502000455,Generic,95.0,July-24
1665,410.75,5,1183,15675,36,2024-07-30 11:01:13.000000,SC2502000458,Branded,0.0,July-24
1669,135.42,1,1187,25664,36,2024-07-30 12:35:16.000000,SC2502000462,Branded,0.0,July-24
1678,160.0,16,1190,21474,29,2024-07-30 14:06:08.000000,SC2501800020,Branded,0.0,July-24
1679,65.55,1,1190,29308,29,2024-07-30 14:06:08.000000,SC2501800020,Branded,0.0,July-24
1685,159.1,2,1193,15675,36,2024-07-30 15:21:34.000000,SC2502000465,Branded,0.0,July-24
1688,1400.6,10,1196,21341,36,2024-07-30 17:15:27.000000,SC2502000468,Generic,1400.6,July-24
1707,45.69,3,1206,17672,36,2024-07-31 12:44:22.000000,SC2502000478,Branded,0.0,July-24
1700,6.68,3,1204,18739,36,2024-07-31 12:39:49.000000,SC2502000476,Generic,6.68,July-24
1701,1318.55,2,1204,22629,36,2024-07-31 12:39:49.000000,SC2502000476,Branded,0.0,July-24
1702,18.2,7,1204,18756,36,2024-07-31 12:39:49.000000,SC2502000476,Branded,0.0,July-24
1703,1777.96,10,1204,17381,36,2024-07-31 12:39:49.000000,SC2502000476,Branded,0.0,July-24
1699,166.25,3,1204,26085,36,2024-07-31 12:39:49.000000,SC2502000476,Branded,0.0,July-24
1708,1400.6,10,1207,21341,36,2024-07-31 12:51:39.000000,SC2502000479,Generic,1400.6,July-24
2929,855.0,2,1753,29341,36,2024-10-18 10:34:25.000000,SC2502000890,Branded,0.0,October-24
1704,175.17,3,1205,19507,36,2024-07-31 12:42:00.000000,SC2502000477,Branded,0.0,July-24
1705,37.34,3,1205,19546,36,2024-07-31 12:42:00.000000,SC2502000477,Branded,0.0,July-24
1706,1964.91,8,1205,21455,36,2024-07-31 12:42:00.000000,SC2502000477,Branded,0.0,July-24
2931,411.3,1,1755,28505,36,2024-10-18 14:00:55.000000,SC2502000892,Generic,411.3,October-24
2932,207.0,1,1755,29576,36,2024-10-18 14:00:55.000000,SC2502000892,Generic,207.0,October-24
3008,90.0,1,1799,30196,36,2024-10-28 10:29:35.000000,SC2502000928,Generic,90.0,October-24
2930,1035.0,2,1754,22629,36,2024-10-18 10:34:46.000000,SC2502000891,Branded,0.0,October-24
1689,12.77,1,1197,19546,36,2024-07-31 12:07:31.000000,SC2502000469,Branded,0.0,July-24
1662,90.0,1,1180,30196,36,2024-07-29 19:01:23.000000,SC2502000456,Generic,90.0,July-24
1666,169.1,2,1184,15675,36,2024-07-30 11:04:04.000000,SC2502000459,Branded,0.0,July-24
1641,344.14,2,1159,27743,36,2024-07-29 16:28:32.000000,SC2502000441,Branded,0.0,July-24
1670,119.1,2,1188,15675,36,2024-07-30 12:36:04.000000,SC2502000463,Branded,0.0,July-24
1680,304.0,1,1191,17396,36,2024-07-30 14:40:07.000000,SC2502000464,Branded,0.0,July-24
1647,896.28,1,1165,23519,36,2024-07-29 17:48:24.000000,SC2502000447,Branded,0.0,July-24
2933,3663.9,23,1756,21745,36,2024-10-18 14:03:36.000000,SC2502000893,Branded,0.0,October-24
1527,1400.6,10,1064,21341,36,2024-07-26 18:13:13.000000,SC2502000413,Generic,1400.6,July-24
1528,188.0,10,1064,18504,36,2024-07-26 18:13:13.000000,SC2502000413,Generic,188.0,July-24
1529,93.24,6,1064,21472,36,2024-07-26 18:13:13.000000,SC2502000413,Branded,0.0,July-24
1530,137.47,1,1064,25549,36,2024-07-26 18:13:13.000000,SC2502000413,Branded,0.0,July-24
1531,99.75,1,1064,14957,36,2024-07-26 18:13:13.000000,SC2502000413,Branded,0.0,July-24
1657,95.0,1,1175,30196,36,2024-07-29 18:51:21.000000,SC2502000451,Generic,95.0,July-24
1534,902.5,5,1066,17381,36,2024-07-26 18:27:15.000000,SC2502000414,Branded,0.0,July-24
1535,95.0,1,1066,30196,36,2024-07-26 18:27:15.000000,SC2502000414,Generic,95.0,July-24
1536,902.5,5,1067,17381,36,2024-07-26 18:32:14.000000,SC2502000415,Branded,0.0,July-24
1537,95.0,1,1067,30196,36,2024-07-26 18:32:14.000000,SC2502000415,Generic,95.0,July-24
1538,902.5,5,1068,17381,36,2024-07-26 18:35:11.000000,SC2502000416,Branded,0.0,July-24
1539,95.0,1,1068,30196,36,2024-07-26 18:35:11.000000,SC2502000416,Generic,95.0,July-24
1690,56.29,1,1197,20877,36,2024-07-31 12:07:31.000000,SC2502000469,Branded,0.0,July-24
1681,86.4,3,1191,29931,36,2024-07-30 14:40:07.000000,SC2502000464,Branded,0.0,July-24
1682,359.34,6,1191,19507,36,2024-07-30 14:40:07.000000,SC2502000464,Branded,0.0,July-24
1686,669.3,1,1194,22629,36,2024-07-30 15:53:50.000000,SC2502000466,Branded,0.0,July-24
1693,12.77,1,1200,19546,36,2024-07-31 12:24:54.000000,SC2502000472,Branded,0.0,July-24
2934,137.7,5,1756,21464,36,2024-10-18 14:03:36.000000,SC2502000893,Branded,0.0,October-24
2935,969.0,2,1756,29341,36,2024-10-18 14:03:36.000000,SC2502000893,Branded,0.0,October-24
2936,275.4,10,1757,21464,36,2024-10-18 14:12:16.000000,SC2502000894,Branded,0.0,October-24
1642,9.04,4,1160,18739,36,2024-07-29 17:30:35.000000,SC2502000442,Generic,9.04,July-24
2937,1173.0,2,1757,22629,36,2024-10-18 14:12:16.000000,SC2502000894,Branded,0.0,October-24
3009,263.5,1,1799,11377,36,2024-10-28 10:29:35.000000,SC2502000928,Branded,0.0,October-24
3049,90.0,1,1821,30196,36,2024-10-29 11:33:10.000000,SC2502000947,Generic,90.0,October-24
1658,95.0,1,1176,30196,36,2024-07-29 18:52:06.000000,SC2502000452,Generic,95.0,July-24
1663,93.24,6,1181,21472,24,2024-07-29 19:02:23.000000,SC2500600006,Branded,0.0,July-24
1667,169.1,2,1185,15675,36,2024-07-30 11:11:42.000000,SC2502000460,Branded,0.0,July-24
3088,68.85,3,1849,21474,36,2024-11-14 12:03:05.000000,SC2502000971,Branded,0.0,November-24
1564,59.89,1,1088,19507,36,2024-07-28 15:18:24.000000,SC2502000418,Branded,0.0,July-24
1561,355.64,38,1087,28602,36,2024-07-28 15:07:49.000000,SC2502000417,Generic,355.64,July-24
1671,119.61,1,1189,16745,29,2024-07-30 14:02:45.000000,SC2501800019,Branded,0.0,July-24
1563,39.3,3,1087,18757,36,2024-07-28 15:07:49.000000,SC2502000417,Generic,39.3,July-24
1559,1073.27,18,1087,19507,36,2024-07-28 15:07:49.000000,SC2502000417,Branded,0.0,July-24
1560,11.35,2,1087,28493,36,2024-07-28 15:07:49.000000,SC2502000417,Branded,0.0,July-24
1562,747.14,1,1087,25658,36,2024-07-28 15:07:49.000000,SC2502000417,Branded,0.0,July-24
1566,326.33,35,1090,28602,36,2024-07-29 10:36:20.000000,SC2502000419,Generic,326.33,July-24
1672,10.0,1,1189,21474,29,2024-07-30 14:02:45.000000,SC2501800019,Branded,0.0,July-24
1673,679.25,11,1189,21464,29,2024-07-30 14:02:45.000000,SC2501800019,Branded,0.0,July-24
1674,393.4,5,1189,18502,29,2024-07-30 14:02:45.000000,SC2501800019,Branded,0.0,July-24
1567,352.93,3,1090,12636,36,2024-07-29 10:36:20.000000,SC2502000419,Branded,0.0,July-24
1568,92.52,6,1090,21472,36,2024-07-29 10:36:20.000000,SC2502000419,Branded,0.0,July-24
1675,57.0,1,1189,22935,29,2024-07-30 14:02:45.000000,SC2501800019,Branded,0.0,July-24
3089,34.0,1,1849,21474,36,2024-11-14 12:03:05.000000,SC2502000971,Branded,0.0,November-24
1571,27.79,3,1091,28602,36,2024-07-29 11:01:45.000000,SC2502000420,Generic,27.79,July-24
1569,350.71,3,1091,12636,36,2024-07-29 11:01:45.000000,SC2502000420,Branded,0.0,July-24
1570,45.97,3,1091,21472,36,2024-07-29 11:01:45.000000,SC2502000420,Branded,0.0,July-24
1586,295.02,1,1106,11377,36,2024-07-29 11:55:21.000000,SC2502000421,Branded,0.0,July-24
1684,756.42,6,1192,19003,29,2024-07-30 15:19:37.000000,SC2501800021,Branded,0.0,July-24
1643,95.0,1,1161,30196,36,2024-07-29 17:33:59.000000,SC2502000443,Generic,95.0,July-24
1668,159.1,2,1186,15675,36,2024-07-30 11:13:03.000000,SC2502000461,Branded,0.0,July-24
1676,65.55,1,1189,29308,29,2024-07-30 14:02:45.000000,SC2501800019,Branded,0.0,July-24
1649,75.43,1,1167,24703,36,2024-07-29 17:53:44.000000,SC2502000448,Branded,0.0,July-24
1597,9.04,4,1117,18739,36,2024-07-29 12:11:13.000000,SC2502000422,Generic,9.04,July-24
1659,95.0,1,1177,30196,36,2024-07-29 18:53:30.000000,SC2502000453,Generic,95.0,July-24
1602,95.0,1,1122,30196,36,2024-07-29 12:19:17.000000,SC2502000423,Generic,95.0,July-24
1687,591.85,7,1195,15675,36,2024-07-30 16:15:24.000000,SC2502000467,Branded,0.0,July-24
1664,890.35,5,1182,27743,36,2024-07-29 19:04:51.000000,SC2502000457,Branded,0.0,July-24
1677,188.0,2,1189,11376,29,2024-07-30 14:02:45.000000,SC2501800019,Branded,0.0,July-24
1683,897.75,5,1192,23319,29,2024-07-30 15:19:37.000000,SC2501800021,Branded,0.0,July-24
1610,95.0,1,1130,30196,36,2024-07-29 14:50:02.000000,SC2502000424,Generic,95.0,July-24
1611,95.0,1,1131,30196,36,2024-07-29 14:56:20.000000,SC2502000425,Generic,95.0,July-24
1612,1062.6,5,1132,18431,36,2024-07-29 15:05:19.000000,SC2502000426,Branded,0.0,July-24
1613,364.14,2,1133,27743,36,2024-07-29 15:07:41.000000,SC2502000427,Branded,0.0,July-24
1614,364.14,2,1134,27743,36,2024-07-29 15:13:13.000000,SC2502000428,Branded,0.0,July-24
1615,364.14,2,1135,27743,36,2024-07-29 15:13:46.000000,SC2502000429,Branded,0.0,July-24
1616,364.14,2,1136,27743,36,2024-07-29 15:15:12.000000,SC2502000430,Branded,0.0,July-24
1617,364.14,2,1137,27743,36,2024-07-29 15:16:54.000000,SC2502000431,Branded,0.0,July-24
1618,364.14,2,1138,27743,36,2024-07-29 15:17:04.000000,SC2502000432,Branded,0.0,July-24
1696,38.21,3,1203,19546,36,2024-07-31 12:36:24.000000,SC2502000475,Branded,0.0,July-24
1691,15.31,3,1198,19546,36,2024-07-31 12:17:48.000000,SC2502000470,Branded,0.0,July-24
1694,56.4,6,1201,28602,36,2024-07-31 12:30:34.000000,SC2502000473,Generic,56.4,July-24
1697,2010.03,8,1203,21455,36,2024-07-31 12:36:24.000000,SC2502000475,Branded,0.0,July-24
1698,179.19,3,1203,19507,36,2024-07-31 12:36:24.000000,SC2502000475,Branded,0.0,July-24
1711,1631.33,3,1208,29341,36,2024-07-31 12:55:10.000000,SC2502000480,Branded,0.0,July-24
1712,61.01,2,1208,26279,36,2024-07-31 12:55:10.000000,SC2502000480,Generic,61.01,July-24
1713,56.65,2,1208,20319,36,2024-07-31 12:55:10.000000,SC2502000480,Branded,0.0,July-24
1709,1982.17,8,1208,21455,36,2024-07-31 12:55:10.000000,SC2502000480,Branded,0.0,July-24
1710,200.94,16,1208,19546,36,2024-07-31 12:55:10.000000,SC2502000480,Branded,0.0,July-24
1715,57.6,2,1209,20319,36,2024-07-31 13:03:32.000000,SC2502000481,Branded,0.0,July-24
1717,62.04,2,1209,26279,36,2024-07-31 13:03:32.000000,SC2502000481,Generic,62.04,July-24
1718,1658.7,3,1209,29341,36,2024-07-31 13:03:32.000000,SC2502000481,Branded,0.0,July-24
1714,204.32,16,1209,19546,36,2024-07-31 13:03:32.000000,SC2502000481,Branded,0.0,July-24
1716,2015.44,8,1209,21455,36,2024-07-31 13:03:32.000000,SC2502000481,Branded,0.0,July-24
1719,1007.72,4,1210,21455,36,2024-07-31 13:12:25.000000,SC2502000482,Branded,0.0,July-24
1721,541.99,1,1211,29341,36,2024-07-31 13:31:31.000000,SC2502000483,Branded,0.0,July-24
2938,0.0,1,1758,21474,36,2024-10-18 14:19:23.000000,SC2502000895,Branded,0.0,October-24
1722,91.22,3,1211,26279,36,2024-07-31 13:31:31.000000,SC2502000483,Generic,91.22,July-24
1720,12.52,1,1211,19546,36,2024-07-31 13:31:31.000000,SC2502000483,Branded,0.0,July-24
1723,8846.4,16,1212,29341,36,2024-07-31 14:08:25.000000,SC2502000484,Branded,0.0,July-24
1724,1805.0,10,1212,17381,36,2024-07-31 14:08:25.000000,SC2502000484,Branded,0.0,July-24
1725,198.0,2,1213,20786,36,2024-07-31 16:04:56.000000,SC2502000485,Branded,0.0,July-24
2939,0.0,1,1758,21474,36,2024-10-18 14:19:23.000000,SC2502000895,Branded,0.0,October-24
3055,4185.0,25,1825,11377,29,2024-11-04 17:41:27.000000,SC2501800025,Branded,0.0,November-24
2940,0.0,1,1758,21474,36,2024-10-18 14:19:23.000000,SC2502000895,Branded,0.0,October-24
3010,90.0,1,1800,30196,36,2024-10-28 10:29:54.000000,SC2502000929,Generic,90.0,October-24
3011,263.5,1,1800,11377,36,2024-10-28 10:29:54.000000,SC2502000929,Branded,0.0,October-24
3050,597.2,5,1822,18459,130,2024-10-29 15:58:56.000000,SC2500200021,Branded,0.0,October-24
3051,90.0,5,1822,18504,130,2024-10-29 15:58:56.000000,SC2500200021,Generic,90.0,October-24
3052,609.12,8,1822,11400,130,2024-10-29 15:58:56.000000,SC2500200021,Branded,0.0,October-24
3056,52.54,2,1826,21475,36,2024-11-05 12:06:39.000000,SC2502000948,Branded,0.0,November-24
3060,855.0,2,1829,29341,36,2024-11-06 10:07:45.000000,SC2502000951,Branded,0.0,November-24
1730,539.22,1,1214,29341,36,2024-07-31 17:08:14.000000,SC2502000486,Branded,0.0,July-24
1737,59.89,1,1216,19507,36,2024-07-31 17:10:26.000000,SC2502000488,Branded,0.0,July-24
1738,227.91,1,1216,18948,36,2024-07-31 17:10:26.000000,SC2502000488,Branded,0.0,July-24
1729,30.25,1,1214,26279,36,2024-07-31 17:08:14.000000,SC2502000486,Generic,30.25,July-24
1732,168.55,6,1214,20319,36,2024-07-31 17:08:14.000000,SC2502000486,Branded,0.0,July-24
